accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
4,1,4.962055,creditcard,0.0,0
2000,1,4.965339,storecredit,113.742361111,0
2000,1,4.742303,creditcard,0.0,0
374,2,4.52458,creditcard,0.000694444444444,0
64,1,4.962055,creditcard,63.2270833333,0
2000,1,4.921349,paypal,0.0,0
82,1,4.836982,creditcard,0.0,0
88,1,3.483951,paypal,0.0,0
2000,1,5.034622,creditcard,0.0,0
4,1,4.745402,creditcard,0.0,0
2000,1,4.962055,creditcard,170.790972222,0
92,1,4.895263,storecredit,0.0,0
360,1,5.034622,paypal,0.0,0
2000,1,4.461622,paypal,0.00208333333333,0
179,1,4.962055,creditcard,0.0104166666667,0
2000,1,4.745402,creditcard,0.973611111111,0
2000,1,4.895263,creditcard,462.7625,0
1522,1,4.461622,creditcard,519.800694444,0
786,1,4.52458,storecredit,0.565972222222,0
2,1,4.876771,creditcard,0.0,0
27,1,3.575983,creditcard,12.1034722222,0
785,1,4.748314,creditcard,0.00347222222222,0
2,2,4.52458,creditcard,1.01111111111,0
2000,1,4.505662,paypal,275.334027778,0
22,1,4.886641,paypal,0.0,0
2000,3,3.575983,creditcard,1324.38958333,0
2000,1,4.745402,creditcard,1.89236111111,0
2000,1,5.017904,creditcard,1427.12291667,0
2000,1,4.745402,creditcard,1198.52291667,0
1213,3,5.040929,creditcard,0.0,0
43,1,4.876771,creditcard,42.1083333333,0
1724,1,4.965339,creditcard,0.0,0
2000,1,4.962055,creditcard,0.000694444444444,0
925,1,4.895263,creditcard,845.070138889,0
2,1,4.965339,paypal,0.0,0
1997,1,4.876771,creditcard,0.00902777777778,0
2000,1,4.962055,storecredit,106.958333333,0
195,1,4.921318,creditcard,194.254166667,0
445,1,3.954522,creditcard,182.502083333,0
2000,1,5.034622,paypal,0.326388888889,0
5,1,5.040929,paypal,0.0,0
834,1,5.017904,creditcard,0.00416666666667,0
676,1,4.505662,creditcard,0.000694444444444,0
25,1,4.962055,creditcard,0.0,0
802,1,4.962055,creditcard,769.870138889,0
361,1,4.057414,creditcard,10.63125,0
78,1,4.965339,creditcard,77.3284722222,0
2000,1,4.52458,paypal,45.3145833333,0
152,1,4.748314,creditcard,0.117361111111,0
97,1,3.575983,creditcard,0.000694444444444,0
2000,1,4.505662,storecredit,944.654166667,0
104,1,5.040929,paypal,0.0,0
890,1,4.748314,storecredit,0.00208333333333,0
1382,1,4.745402,creditcard,0.0,0
287,1,4.921318,paypal,0.0,0
2000,1,5.017904,paypal,0.0,0
2000,1,4.836982,paypal,0.0,0
1490,1,4.921318,creditcard,314.18125,0
23,1,4.886641,paypal,22.4979166667,0
100,2,4.748314,creditcard,99.1284722222,0
133,1,4.52458,creditcard,132.621527778,0
22,1,4.962055,creditcard,0.0,0
56,1,4.921318,paypal,55.2319444444,0
2000,1,4.505662,creditcard,1.24861111111,0
4,1,5.034622,paypal,2.44861111111,0
132,1,4.965339,creditcard,0.0,0
2000,1,4.876771,creditcard,56.7659722222,0
646,1,4.876771,paypal,2.87291666667,0
109,2,4.742303,paypal,0.0,0
2000,1,4.836982,paypal,0.0,0
1234,1,4.505662,creditcard,928.015972222,0
1928,1,5.040929,paypal,0.00138888888889,0
2000,1,4.886641,paypal,0.15625,0
1541,1,4.962055,creditcard,0.0159722222222,0
1528,1,5.040929,creditcard,0.0,0
96,1,4.057414,creditcard,95.2645833333,0
1628,1,4.921318,creditcard,0.000694444444444,0
2000,1,4.921349,paypal,543.756944444,0
336,1,4.965339,paypal,162.09375,0
14,1,4.461622,creditcard,10.3277777778,0
2000,1,4.505662,creditcard,0.528472222222,0
2000,1,4.962055,creditcard,315.856944444,0
418,1,4.748314,paypal,0.0,0
10,1,4.748314,creditcard,0.0,0
1567,1,4.886641,creditcard,0.0,0
2000,1,5.017904,creditcard,0.0,0
2000,1,4.921318,paypal,367.2375,0
17,1,5.034622,creditcard,0.00138888888889,0
872,1,4.895263,creditcard,0.0,0
135,1,4.921318,paypal,0.0,0
22,1,4.965339,creditcard,0.00138888888889,0
2000,1,4.886641,creditcard,251.705555556,0
1409,1,5.017904,creditcard,0.00138888888889,0
1447,1,4.876771,creditcard,0.0,0
6,1,4.876771,creditcard,0.0,0
1287,1,4.52458,creditcard,676.706944444,0
707,1,4.962055,creditcard,344.975,0
220,1,4.962055,creditcard,0.0,0
554,1,5.034622,storecredit,6.14583333333,0
2000,1,4.921318,storecredit,0.0,0
2000,1,5.017904,creditcard,3.31111111111,0
193,1,4.836982,creditcard,0.0,0
1506,1,4.057414,creditcard,0.00277777777778,0
315,1,4.876771,creditcard,0.0,0
144,1,4.921349,paypal,0.0,0
3,1,5.017904,creditcard,0.0,0
22,1,4.461622,creditcard,21.9083333333,0
2000,1,4.836982,creditcard,0.0152777777778,0
93,1,4.52458,paypal,92.7513888889,0
1714,1,4.921349,paypal,0.00416666666667,0
2000,1,4.745402,creditcard,1814.70277778,0
1196,1,4.886641,paypal,0.00208333333333,0
2000,1,2.94894,creditcard,0.000694444444444,0
484,5,4.52458,creditcard,145.766666667,0
2,1,4.52458,creditcard,0.000694444444444,0
62,1,4.836982,paypal,0.00138888888889,0
1561,1,5.017904,creditcard,0.0,0
155,1,5.040929,paypal,0.0,0
18,1,5.017904,creditcard,0.0,0
2,2,4.895263,creditcard,1.90694444444,0
2000,1,5.017904,storecredit,0.0,0
50,1,5.034622,creditcard,0.00277777777778,0
65,1,5.017904,creditcard,0.0,0
915,1,4.962055,creditcard,0.0,0
192,1,5.034622,paypal,166.961805556,0
2000,1,3.575983,creditcard,0.243055555556,0
272,1,4.748314,paypal,13.7465277778,0
1,1,3.066058,creditcard,0.0,1
2000,1,4.745402,paypal,1.89583333333,0
588,1,5.040929,creditcard,565.315277778,0
988,1,4.895263,creditcard,0.0,0
2000,1,4.965339,paypal,0.0,0
1009,1,4.886641,paypal,194.456944444,0
37,1,5.017904,creditcard,36.7638888889,0
2,1,4.745402,creditcard,0.00138888888889,0
2000,1,5.040929,creditcard,0.0,0
1070,1,4.965339,creditcard,667.575694444,0
116,1,4.895263,creditcard,106.022222222,0
45,1,5.040929,creditcard,0.0,0
190,1,4.965339,creditcard,0.0,0
2000,1,4.057414,creditcard,0.000694444444444,0
7,1,5.034622,paypal,0.0,0
6,1,4.461622,creditcard,0.0,0
485,1,5.040929,creditcard,484.393055556,0
2000,1,4.52458,creditcard,3.49583333333,0
740,1,3.575983,creditcard,739.290972222,0
630,1,4.886641,creditcard,0.00208333333333,0
19,1,4.895263,creditcard,0.0,0
209,1,5.034622,paypal,0.0,0
959,1,4.962055,creditcard,404.081944444,0
808,1,4.057414,paypal,0.0,0
506,1,4.921349,storecredit,0.0,0
167,1,4.962055,creditcard,0.0,0
137,1,4.921349,creditcard,136.030555556,0
55,2,5.034622,creditcard,25.2166666667,0
1139,1,4.962055,creditcard,0.0,0
751,1,4.921318,paypal,634.076388889,0
1417,1,5.040929,creditcard,189.054861111,0
622,1,4.745402,creditcard,590.647222222,0
1018,1,4.742303,creditcard,0.0,0
99,1,4.742303,creditcard,0.0,0
593,1,4.836982,paypal,0.0,0
19,1,4.742303,creditcard,0.0,0
1793,1,4.921349,creditcard,0.0,0
2000,1,4.836982,creditcard,156.304166667,0
797,1,4.745402,creditcard,0.0,0
2000,1,5.017904,creditcard,1264.19166667,0
5,1,4.895263,paypal,0.03125,0
190,1,5.034622,creditcard,189.219444444,0
2000,1,4.965339,creditcard,252.260416667,0
254,1,4.921349,creditcard,0.0,0
501,1,4.505662,creditcard,82.93125,0
90,1,4.965339,paypal,88.1798611111,0
1336,1,4.895263,creditcard,86.3888888889,0
702,1,2.94894,creditcard,10.4326388889,0
174,1,4.745402,paypal,0.00208333333333,0
16,1,5.017904,paypal,10.1305555556,0
59,1,4.52458,creditcard,58.0215277778,0
2000,1,4.962055,paypal,127.674305556,0
1568,1,4.921318,storecredit,0.0,0
1605,1,4.962055,paypal,1568.66388889,0
732,1,4.876771,creditcard,0.0194444444444,0
885,1,5.034622,paypal,0.0,0
1585,1,4.962055,creditcard,0.00138888888889,0
1390,2,4.745402,paypal,906.965277778,0
986,1,4.745402,creditcard,0.0,0
215,1,4.836982,creditcard,18.9277777778,0
124,1,4.52458,creditcard,123.385416667,0
494,1,4.886641,creditcard,493.560416667,0
70,1,4.921349,creditcard,0.00208333333333,0
78,1,4.921349,paypal,0.0,0
5,1,4.876771,creditcard,4.35833333333,0
35,1,4.742303,paypal,34.7944444444,0
1709,1,5.017904,creditcard,0.0,0
73,1,4.505662,creditcard,0.00208333333333,0
26,1,4.921349,creditcard,0.0,0
38,1,3.954522,creditcard,7.41388888889,0
139,1,4.886641,paypal,0.000694444444444,0
644,1,4.505662,creditcard,642.31875,0
937,1,4.876771,creditcard,0.0,0
3,1,4.748314,creditcard,2.78888888889,0
463,1,4.886641,creditcard,0.0,0
1572,1,4.748314,creditcard,128.360416667,0
918,1,4.886641,paypal,0.0,0
1619,1,5.017904,creditcard,0.0,0
2000,1,4.876771,paypal,0.0,0
1,2,2.596228,creditcard,0.00763888888889,1
1662,1,4.886641,creditcard,1.01597222222,0
752,2,5.017904,creditcard,751.959722222,0
86,1,4.52458,creditcard,85.1729166667,0
749,2,4.748314,paypal,0.0,0
88,1,5.034622,creditcard,87.0659722222,0
112,2,5.040929,creditcard,111.390277778,0
1331,1,4.962055,paypal,84.0694444444,0
2000,1,5.017904,creditcard,44.3631944444,0
424,1,4.52458,paypal,142.933333333,0
2000,1,4.745402,creditcard,0.0,0
2000,1,4.921349,creditcard,0.000694444444444,0
8,1,4.52458,storecredit,7.85347222222,0
96,1,4.52458,creditcard,95.0006944444,0
44,1,3.483951,paypal,43.5194444444,0
1596,1,4.876771,creditcard,0.0,0
1281,1,4.921349,creditcard,0.0,0
2000,1,4.962055,creditcard,3.23888888889,0
221,2,4.745402,creditcard,220.819444444,0
3,1,4.745402,creditcard,2.04097222222,0
12,1,4.895263,creditcard,0.0,0
1170,1,4.461622,creditcard,680.871527778,0
2,1,5.017904,paypal,1.41388888889,0
151,1,4.962055,paypal,0.00972222222222,0
2000,1,5.040929,creditcard,1.02986111111,0
2000,1,4.876771,creditcard,0.00138888888889,0
49,1,4.836982,creditcard,48.0291666667,0
1740,1,4.461622,paypal,0.00138888888889,0
2000,1,5.017904,paypal,840.225694444,0
1016,1,5.034622,creditcard,977.9625,0
21,1,4.895263,creditcard,20.8590277778,0
2000,1,4.742303,creditcard,127.013194444,0
2000,1,4.886641,paypal,528.6,0
2000,1,4.057414,paypal,1166.02777778,0
138,1,4.965339,creditcard,42.9902777778,0
1493,1,4.886641,creditcard,0.0,0
2000,1,3.483951,creditcard,599.122222222,0
129,1,4.057414,creditcard,0.0,0
9,1,5.034622,creditcard,0.0,0
486,1,4.836982,paypal,0.00277777777778,0
2000,1,4.876771,paypal,0.0,0
178,1,5.040929,creditcard,94.3590277778,0
144,1,4.748314,creditcard,142.990277778,0
1388,1,5.017904,creditcard,0.00138888888889,0
37,1,4.965339,creditcard,0.0,0
1237,1,4.962055,paypal,389.861805556,0
2000,1,4.895263,creditcard,0.00416666666667,0
2000,1,4.965339,creditcard,0.00138888888889,0
2000,1,4.461622,creditcard,0.00347222222222,0
17,1,4.876771,creditcard,16.9090277778,0
6,1,4.895263,creditcard,5.00625,0
11,1,4.965339,creditcard,0.0,0
354,1,2.94894,creditcard,168.264583333,0
313,1,4.748314,creditcard,0.0,0
6,1,4.461622,creditcard,0.0,0
28,1,4.921349,paypal,26.9861111111,0
1118,1,3.575983,creditcard,0.000694444444444,0
251,1,4.886641,creditcard,219.586805556,0
378,1,5.040929,paypal,0.0,0
324,1,4.742303,creditcard,0.0,0
387,1,4.52458,creditcard,0.0,0
2,1,4.895263,creditcard,0.0,0
1557,1,4.836982,creditcard,0.863194444444,0
2000,1,4.505662,paypal,379.268055556,0
2000,1,4.461622,creditcard,23.6069444444,0
2000,1,4.895263,creditcard,0.0,0
268,1,5.017904,creditcard,0.0,0
32,1,4.836982,creditcard,0.0,0
2000,1,4.921318,creditcard,0.0,0
953,1,4.876771,creditcard,693.744444444,0
14,1,4.886641,creditcard,13.8319444444,0
905,1,4.748314,paypal,0.0277777777778,0
1411,1,4.921349,creditcard,0.00416666666667,0
6,1,5.034622,creditcard,0.0,0
129,1,4.52458,creditcard,128.621527778,0
39,1,4.505662,paypal,0.0,0
299,1,4.505662,creditcard,298.430555556,0
60,1,4.461622,paypal,59.9756944444,0
45,1,4.965339,creditcard,44.2284722222,0
387,1,4.748314,creditcard,50.1395833333,0
2000,1,4.921349,creditcard,0.00763888888889,0
2000,1,4.962055,creditcard,0.0,0
20,1,4.52458,creditcard,0.000694444444444,0
2000,1,4.876771,creditcard,0.000694444444444,0
2000,1,4.057414,paypal,46.0145833333,0
2000,1,4.895263,creditcard,377.227083333,0
14,1,5.034622,creditcard,0.0,0
2,1,4.962055,paypal,0.0,0
2,1,4.505662,paypal,0.000694444444444,0
905,1,4.745402,storecredit,0.000694444444444,0
2000,1,5.040929,paypal,0.0,0
128,1,4.895263,paypal,0.0,0
892,1,5.017904,creditcard,0.0,0
100,1,5.017904,creditcard,0.00416666666667,0
22,1,4.921318,creditcard,21.3951388889,0
23,1,4.748314,creditcard,0.0,0
818,1,4.886641,creditcard,0.000694444444444,0
1128,1,4.745402,creditcard,1057.73125,0
2000,1,4.836982,storecredit,0.111805555556,0
8,1,4.962055,creditcard,0.0,0
259,1,4.921318,creditcard,0.000694444444444,0
127,1,4.52458,creditcard,126.621527778,0
1623,1,4.921349,creditcard,388.793055556,0
407,1,4.745402,creditcard,0.951388888889,0
2000,1,4.965339,creditcard,144.115972222,0
110,1,5.040929,creditcard,109.186111111,0
621,1,4.921349,creditcard,0.0,0
1249,1,5.040929,creditcard,0.000694444444444,0
514,1,4.921318,creditcard,0.0,0
702,1,4.876771,creditcard,0.0,0
447,1,4.836982,creditcard,0.000694444444444,0
914,1,4.921318,paypal,421.892361111,0
1390,1,4.886641,creditcard,0.0,0
1932,1,3.483951,creditcard,437.547916667,0
302,1,5.034622,creditcard,0.0,0
2000,1,4.836982,creditcard,0.00555555555556,0
7,1,4.748314,creditcard,0.0,0
634,1,4.895263,creditcard,89.7319444444,0
3,1,4.52458,paypal,2.03541666667,0
160,1,3.575983,paypal,99.0923611111,0
256,1,5.017904,creditcard,0.0284722222222,0
1613,1,4.876771,creditcard,0.000694444444444,0
974,1,4.895263,paypal,295.745138889,0
24,1,4.965339,creditcard,0.0,0
44,1,4.748314,paypal,43.9923611111,0
55,1,4.921318,creditcard,54.3069444444,0
733,1,4.461622,creditcard,732.809027778,0
2000,1,4.748314,paypal,223.9125,0
1161,1,5.034622,storecredit,0.000694444444444,0
616,1,4.745402,paypal,541.3375,0
189,1,4.962055,creditcard,0.0,0
2000,1,5.040929,creditcard,821.201388889,0
2,1,5.017904,paypal,1.51180555556,0
4,1,4.965339,creditcard,0.0,0
2,1,4.895263,paypal,0.000694444444444,0
634,1,4.836982,paypal,633.572916667,0
43,1,4.895263,paypal,17.00625,0
2,1,4.836982,creditcard,0.000694444444444,0
1908,1,4.742303,creditcard,307.986111111,0
116,1,4.742303,storecredit,0.0,0
1571,1,5.034622,creditcard,1001.35347222,0
206,1,4.742303,creditcard,205.824305556,0
1900,1,4.962055,creditcard,0.00347222222222,0
1103,1,5.040929,creditcard,68.0993055556,0
1193,1,4.886641,creditcard,312.109722222,0
2000,1,4.921318,creditcard,522.983333333,0
188,1,4.505662,creditcard,0.0,0
888,1,5.034622,creditcard,0.0,0
2000,1,4.742303,storecredit,0.0111111111111,0
1642,1,4.921349,creditcard,1641.04166667,0
89,1,4.52458,creditcard,88.875,0
1974,1,5.034622,creditcard,0.0,0
3,1,4.921349,paypal,0.0,0
1217,1,4.921318,creditcard,186.828472222,0
1971,1,4.921349,creditcard,588.133333333,0
539,1,5.017904,creditcard,0.0,0
244,1,2.596228,storecredit,0.0,0
144,1,4.876771,creditcard,0.0,0
6,1,4.962055,creditcard,5.87777777778,0
80,1,4.921349,storecredit,79.9680555556,0
66,1,4.52458,creditcard,65.3729166667,0
1518,5,2.94894,creditcard,15.8118055556,0
2000,1,4.886641,creditcard,638.836111111,0
2000,1,4.52458,paypal,0.00833333333333,0
11,1,4.52458,creditcard,10.5868055556,0
2000,1,5.017904,creditcard,919.419444444,0
1398,1,4.921318,creditcard,0.0,0
529,1,4.745402,paypal,0.0,0
823,1,4.886641,paypal,0.0,0
384,1,5.034622,paypal,0.00138888888889,0
3,1,4.886641,creditcard,2.80416666667,0
5,1,5.017904,storecredit,4.00277777778,0
2000,1,4.742303,creditcard,0.000694444444444,0
2000,1,4.748314,creditcard,2.06944444444,0
443,1,4.505662,creditcard,0.0,0
277,1,3.954522,creditcard,0.0,0
997,1,4.965339,creditcard,0.0,0
1953,1,4.836982,creditcard,1108.83402778,0
36,1,4.742303,creditcard,0.0,0
21,1,4.886641,creditcard,20.6027777778,0
53,1,4.505662,creditcard,44.0784722222,0
1300,1,4.921318,creditcard,0.0,0
2000,1,4.742303,creditcard,0.0,0
15,1,4.52458,creditcard,14.0194444444,0
2000,1,4.921318,paypal,0.0,0
1,1,5.017904,paypal,0.0,1
190,1,5.017904,creditcard,0.0,0
495,1,5.040929,paypal,0.00208333333333,0
2000,1,4.836982,creditcard,0.0569444444444,0
163,1,4.745402,creditcard,28.7763888889,0
14,1,4.748314,creditcard,0.0,0
1844,1,4.876771,creditcard,562.960416667,0
2000,1,4.886641,creditcard,0.0,0
2000,1,4.921349,creditcard,511.685416667,0
532,1,4.505662,paypal,0.000694444444444,0
2000,2,4.886641,creditcard,0.000694444444444,0
1804,1,4.921349,creditcard,0.861111111111,0
2000,1,4.965339,creditcard,0.0,0
2000,1,4.895263,creditcard,0.00138888888889,0
3,1,4.886641,creditcard,0.00138888888889,0
3,1,4.965339,creditcard,2.93888888889,0
52,1,4.742303,creditcard,0.0,0
1351,1,4.965339,creditcard,30.0159722222,0
577,1,4.742303,storecredit,0.0,0
1,1,4.965339,creditcard,0.00138888888889,1
349,1,4.836982,creditcard,348.759027778,0
37,1,5.034622,creditcard,2.36319444444,0
4,1,4.505662,creditcard,3.23333333333,0
2000,1,4.748314,creditcard,356.536111111,0
40,1,4.886641,paypal,0.0,0
2000,1,4.836982,creditcard,374.286805556,0
1054,1,4.876771,creditcard,0.00416666666667,0
2000,1,4.876771,creditcard,0.0,0
1089,1,4.876771,storecredit,114.836805556,0
35,1,4.886641,creditcard,34.5256944444,0
1,1,4.742303,paypal,0.0,1
108,1,5.034622,creditcard,0.0208333333333,0
1795,1,5.034622,paypal,0.000694444444444,0
733,1,4.52458,creditcard,0.0,0
838,1,4.962055,paypal,0.0,0
62,1,4.886641,creditcard,61.9125,0
57,1,4.461622,creditcard,0.0,0
50,1,4.895263,creditcard,0.0,0
185,1,4.962055,creditcard,0.0479166666667,0
22,1,4.748314,paypal,0.0,0
936,1,4.895263,creditcard,3.83472222222,0
60,1,4.962055,creditcard,0.0,0
899,1,5.040929,storecredit,0.0,0
1006,1,2.596228,creditcard,0.00972222222222,0
1553,1,4.921318,paypal,0.0,0
2000,1,4.921349,creditcard,103.234027778,0
15,1,5.040929,paypal,0.0,0
229,1,4.461622,creditcard,0.472222222222,0
91,1,4.52458,creditcard,90.7993055556,0
864,1,5.017904,creditcard,9.41597222222,0
283,1,4.748314,paypal,26.8798611111,0
6,1,4.965339,paypal,5.11458333333,0
496,1,4.836982,storecredit,309.065972222,0
12,1,5.034622,creditcard,11.13125,0
312,1,4.921318,creditcard,0.00694444444444,0
3,1,4.505662,paypal,0.0,0
2000,2,4.836982,paypal,0.0,0
189,1,4.965339,creditcard,188.971527778,0
2000,1,5.034622,paypal,1.18888888889,0
11,1,4.52458,creditcard,0.000694444444444,0
145,1,4.745402,creditcard,143.938194444,0
933,1,4.962055,creditcard,0.0,0
50,1,4.962055,creditcard,0.0,0
129,1,4.876771,paypal,128.019444444,0
1,1,4.836982,creditcard,0.0,1
115,1,4.921349,storecredit,1.9625,0
2000,1,4.921349,paypal,0.0,0
290,1,4.895263,paypal,0.0,0
176,1,4.748314,creditcard,0.0,0
1207,1,4.921349,creditcard,0.000694444444444,0
2,1,4.921318,creditcard,1.78333333333,0
115,1,4.836982,creditcard,114.260416667,0
436,1,4.965339,creditcard,0.0,0
1,1,4.836982,creditcard,0.0,1
311,1,4.745402,paypal,309.971527778,0
183,1,4.921318,paypal,181.938888889,0
2000,1,4.461622,creditcard,0.0263888888889,0
898,1,4.962055,creditcard,0.0,0
2000,1,4.836982,creditcard,295.981944444,0
255,1,4.836982,creditcard,219.732638889,0
67,1,2.596228,creditcard,65.7666666667,0
908,1,4.505662,paypal,0.0402777777778,0
315,1,4.745402,creditcard,314.527083333,0
406,1,4.748314,paypal,0.0,0
2,1,3.954522,paypal,0.0,0
248,1,5.017904,creditcard,0.0,0
6,1,4.965339,storecredit,0.0,0
20,1,4.962055,paypal,5.17152777778,0
245,1,5.034622,paypal,242.040972222,0
2000,1,4.921318,creditcard,127.715277778,0
1624,1,4.748314,creditcard,933.872222222,0
7,1,4.461622,paypal,6.79791666667,0
212,1,4.895263,creditcard,0.0,0
1758,1,4.876771,paypal,0.00208333333333,0
2,1,4.748314,storecredit,0.0,0
34,1,4.895263,paypal,0.000694444444444,0
1297,1,5.034622,creditcard,0.0,0
2000,1,4.745402,creditcard,101.992361111,0
555,1,5.017904,creditcard,0.00833333333333,0
1729,1,4.921349,creditcard,0.0,0
74,1,4.965339,creditcard,0.0,0
344,5,4.921349,paypal,343.091666667,0
2000,1,4.886641,paypal,164.026388889,0
1692,1,5.017904,creditcard,46.1395833333,0
96,1,5.017904,creditcard,0.0,0
2,1,4.965339,creditcard,1.57986111111,0
2000,1,4.895263,creditcard,295.730555556,0
68,1,5.034622,creditcard,0.0,0
5,1,4.921318,paypal,0.000694444444444,0
1444,1,4.876771,storecredit,1191.23819444,0
1088,1,4.748314,creditcard,0.0,0
344,1,4.965339,paypal,0.0833333333333,0
796,1,4.876771,paypal,0.000694444444444,0
1540,1,5.034622,creditcard,0.0,0
342,1,4.745402,creditcard,0.0,0
72,1,4.836982,creditcard,2.65763888889,0
2000,1,4.876771,creditcard,0.0,0
2000,1,4.921318,creditcard,266.323611111,0
2,1,4.836982,creditcard,0.983333333333,0
812,1,5.040929,paypal,0.0,0
2000,1,4.505662,creditcard,0.0,0
5,1,4.921349,paypal,0.0,0
1646,1,4.742303,creditcard,0.0,0
681,3,5.040929,creditcard,680.017361111,0
2,1,3.575983,creditcard,1.50486111111,0
637,1,4.876771,creditcard,0.0,0
803,1,5.034622,creditcard,121.101388889,0
88,1,4.965339,paypal,87.8458333333,0
979,1,4.921349,paypal,0.000694444444444,0
150,1,4.962055,storecredit,0.00416666666667,0
1383,1,4.461622,creditcard,0.0,0
277,1,4.745402,paypal,0.0,0
1104,1,2.596228,paypal,6.54722222222,0
402,1,3.954522,paypal,0.00555555555556,0
639,1,4.965339,creditcard,0.000694444444444,0
2,1,4.962055,paypal,0.000694444444444,0
4,1,4.962055,creditcard,2.975,0
1382,1,5.017904,creditcard,2.97986111111,0
1368,1,4.748314,creditcard,0.0,0
9,1,4.505662,paypal,0.0,0
2000,1,5.040929,paypal,0.0,0
80,1,5.017904,creditcard,0.0,0
575,1,4.748314,paypal,0.0201388888889,0
2000,1,4.52458,paypal,0.0,0
2000,1,5.040929,paypal,133.315277778,0
111,1,5.034622,creditcard,0.000694444444444,0
231,1,4.742303,paypal,0.0,0
2000,1,4.505662,paypal,0.0284722222222,0
1715,1,3.954522,creditcard,0.01875,0
2000,1,4.745402,creditcard,2.92152777778,0
766,1,5.034622,paypal,35.0902777778,0
17,1,4.745402,creditcard,16.8881944444,0
36,1,4.748314,creditcard,35.9645833333,0
1610,1,4.505662,paypal,2.04513888889,0
53,1,5.034622,creditcard,0.0,0
1,1,4.965339,creditcard,0.0,1
2,1,4.748314,creditcard,0.000694444444444,0
400,1,4.886641,creditcard,2.82708333333,0
89,1,4.748314,creditcard,88.8104166667,0
28,1,4.748314,paypal,26.9944444444,0
565,1,4.895263,creditcard,0.0,0
2000,1,5.040929,creditcard,0.0,0
157,1,4.836982,creditcard,0.000694444444444,0
350,1,4.962055,creditcard,0.0,0
2,1,4.745402,creditcard,0.0,0
2000,1,4.895263,creditcard,0.0201388888889,0
9,1,4.745402,creditcard,0.0208333333333,0
1942,1,5.040929,paypal,0.0,0
2000,1,5.034622,paypal,0.120833333333,0
9,1,4.921318,creditcard,0.0,0
1288,1,4.748314,creditcard,954.253472222,0
2000,1,4.461622,creditcard,0.00277777777778,0
2000,1,4.748314,creditcard,1.925,0
2000,1,4.52458,creditcard,942.107638889,0
1226,2,4.962055,creditcard,464.856944444,0
2000,1,4.748314,creditcard,568.675694444,0
59,1,4.836982,creditcard,0.000694444444444,0
456,1,4.748314,creditcard,0.0,0
2000,1,4.742303,creditcard,0.0,0
2000,1,5.034622,paypal,0.0,0
1281,1,4.836982,storecredit,275.25625,0
1804,1,4.965339,paypal,1017.09652778,0
3,1,4.876771,creditcard,2.12638888889,0
608,1,4.962055,creditcard,0.0,0
2000,1,5.034622,paypal,1614.175,0
211,1,4.895263,creditcard,210.875,0
7,1,4.742303,creditcard,6.70486111111,0
871,1,4.836982,creditcard,0.0,0
2000,1,4.836982,creditcard,0.0,0
2000,1,3.575983,creditcard,0.31875,0
87,1,5.034622,creditcard,0.0,0
1834,1,4.52458,creditcard,221.421527778,0
1133,1,4.745402,creditcard,0.605555555556,0
2000,1,4.742303,creditcard,0.0590277777778,0
6,1,4.742303,creditcard,4.98055555556,0
273,3,5.040929,creditcard,157.10625,0
1927,1,3.575983,creditcard,0.945833333333,0
2000,1,4.876771,creditcard,0.0,0
31,1,4.921318,creditcard,0.0,0
24,1,4.886641,creditcard,23.7701388889,0
1607,1,5.017904,paypal,0.0,0
12,1,5.034622,creditcard,0.0,0
394,1,4.748314,creditcard,0.00138888888889,0
31,2,4.52458,creditcard,0.0,0
454,1,4.836982,creditcard,127.545833333,0
4,1,4.921318,creditcard,0.000694444444444,0
2000,1,4.748314,creditcard,0.0,0
1296,1,5.040929,creditcard,0.0,0
2000,1,5.034622,creditcard,45.0402777778,0
1494,1,4.836982,creditcard,0.0,0
2,1,3.954522,creditcard,1.38680555556,0
2000,1,4.836982,paypal,0.0,0
1674,1,5.040929,storecredit,0.000694444444444,0
142,1,5.034622,creditcard,115.802083333,0
1687,1,4.748314,creditcard,699.79375,0
152,1,4.921349,creditcard,0.0,0
134,1,4.876771,creditcard,0.0,0
417,1,4.921349,creditcard,18.2229166667,0
1917,1,4.895263,creditcard,562.431944444,0
1914,1,5.034622,creditcard,1.17083333333,0
2000,1,4.895263,creditcard,303.634722222,0
76,1,4.748314,creditcard,0.0,0
15,1,4.748314,storecredit,14.0111111111,0
2000,1,5.034622,creditcard,837.01875,0
9,1,4.886641,creditcard,0.0,0
973,1,4.965339,paypal,0.0,0
1,1,4.461622,creditcard,0.0,1
557,1,4.745402,creditcard,105.045833333,0
2000,1,4.965339,paypal,0.000694444444444,0
173,1,4.748314,creditcard,0.0,0
40,1,4.057414,creditcard,0.00763888888889,0
2,1,4.921349,creditcard,1.00069444444,0
1699,1,5.034622,paypal,0.0,0
1202,1,4.505662,creditcard,0.000694444444444,0
1845,1,4.505662,creditcard,17.0784722222,0
56,1,4.748314,creditcard,55.1388888889,0
3,1,4.52458,creditcard,0.0,0
130,1,4.461622,creditcard,0.0,0
699,1,4.962055,creditcard,0.0,0
2,1,4.836982,creditcard,1.25138888889,0
2000,1,3.954522,creditcard,2.45694444444,0
299,1,5.034622,creditcard,0.0118055555556,0
1984,1,4.921349,creditcard,0.000694444444444,0
4,1,4.836982,creditcard,0.0,0
1381,1,4.745402,creditcard,0.0,0
